Year,Region,School,Family,Students
2013,송파구,초등학교,국제결혼가정 자녀,215
2013,송파구,초등학교,외국인가정 자녀,28
2013,송파구,중학교,국제결혼가정 자녀,48
2013,송파구,중학교,외국인가정 자녀,10
2013,송파구,고등학교,국제결혼가정 자녀,15
2013,송파구,고등학교,외국인가정 자녀,3
2014,송파구,초등학교,국제결혼가정 자녀,251
2014,송파구,초등학교,외국인가정 자녀,18
2014,송파구,중학교,국제결혼가정 자녀,68
2014,송파구,중학교,외국인가정 자녀,3
2014,송파구,고등학교,국제결혼가정 자녀,22
2014,송파구,고등학교,외국인가정 자녀,3
2015,송파구,초등학교,국제결혼가정 자녀,266
2015,송파구,초등학교,외국인가정 자녀,31
2015,송파구,중학교,국제결혼가정 자녀,70
2015,송파구,중학교,외국인가정 자녀,8
2015,송파구,고등학교,국제결혼가정 자녀,29
2015,송파구,고등학교,외국인가정 자녀,2
2016,송파구,초등학교,국제결혼가정 자녀,305
2016,송파구,초등학교,외국인가정 자녀,66
2016,송파구,중학교,국제결혼가정 자녀,71
2016,송파구,중학교,외국인가정 자녀,10
2016,송파구,고등학교,국제결혼가정 자녀,48
2016,송파구,고등학교,외국인가정 자녀,8
2017,송파구,초등학교,국제결혼가정 자녀,327
2017,송파구,초등학교,외국인가정 자녀,60
2017,송파구,중학교,국제결혼가정 자녀,73
2017,송파구,중학교,외국인가정 자녀,13
2017,송파구,고등학교,국제결혼가정 자녀,55
2017,송파구,고등학교,외국인가정 자녀,2
2018,송파구,초등학교,국제결혼가정 자녀,341
2018,송파구,초등학교,외국인가정 자녀,76
2018,송파구,중학교,국제결혼가정 자녀,84
2018,송파구,중학교,외국인가정 자녀,11
2018,송파구,고등학교,국제결혼가정 자녀,28
2018,송파구,고등학교,외국인가정 자녀,4
2019,송파구,초등학교,국제결혼가정 자녀,386
2019,송파구,초등학교,외국인가정 자녀,93
2019,송파구,중학교,국제결혼가정 자녀,94
2019,송파구,중학교,외국인가정 자녀,15
2019,송파구,고등학교,국제결혼가정 자녀,26
2019,송파구,고등학교,외국인가정 자녀,1
2020,송파구,초등학교,국제결혼가정 자녀,387
2020,송파구,초등학교,외국인가정 자녀,110
2020,송파구,중학교,국제결혼가정 자녀,102
2020,송파구,중학교,외국인가정 자녀,17
2020,송파구,고등학교,국제결혼가정 자녀,38
2020,송파구,고등학교,외국인가정 자녀,5
2021,송파구,초등학교,국제결혼가정 자녀,380
2021,송파구,초등학교,외국인가정 자녀,112
2021,송파구,중학교,국제결혼가정 자녀,120
2021,송파구,중학교,외국인가정 자녀,24
2021,송파구,고등학교,국제결혼가정 자녀,67
2021,송파구,고등학교,외국인가정 자녀,7
2022,송파구,초등학교,국제결혼가정 자녀,414
2022,송파구,초등학교,외국인가정 자녀,91
2022,송파구,중학교,국제결혼가정 자녀,145
2022,송파구,중학교,외국인가정 자녀,30
2022,송파구,고등학교,국제결혼가정 자녀,60
2022,송파구,고등학교,외국인가정 자녀,9
2023,송파구,초등학교,국제결혼가정 자녀,396
2023,송파구,초등학교,외국인가정 자녀,121
2023,송파구,중학교,국제결혼가정 자녀,159
2023,송파구,중학교,외국인가정 자녀,30
2023,송파구,고등학교,국제결혼가정 자녀,56
2023,송파구,고등학교,외국인가정 자녀,13
2013,양천구,초등학교,국제결혼가정 자녀,227
2013,양천구,초등학교,외국인가정 자녀,25
2013,양천구,중학교,국제결혼가정 자녀,89
2013,양천구,중학교,외국인가정 자녀,2
2013,양천구,고등학교,국제결혼가정 자녀,28
2013,양천구,고등학교,외국인가정 자녀,1
2014,양천구,초등학교,국제결혼가정 자녀,239
2014,양천구,초등학교,외국인가정 자녀,20
2014,양천구,중학교,국제결혼가정 자녀,112
2014,양천구,중학교,외국인가정 자녀,2
2014,양천구,고등학교,국제결혼가정 자녀,26
2014,양천구,고등학교,외국인가정 자녀,3
2015,양천구,초등학교,국제결혼가정 자녀,309
2015,양천구,초등학교,외국인가정 자녀,25
2015,양천구,중학교,국제결혼가정 자녀,98
2015,양천구,중학교,외국인가정 자녀,8
2015,양천구,고등학교,국제결혼가정 자녀,25
2015,양천구,고등학교,외국인가정 자녀,5
2016,양천구,초등학교,국제결혼가정 자녀,347
2016,양천구,초등학교,외국인가정 자녀,29
2016,양천구,중학교,국제결혼가정 자녀,83
2016,양천구,중학교,외국인가정 자녀,26
2016,양천구,고등학교,국제결혼가정 자녀,37
2016,양천구,고등학교,외국인가정 자녀,2
2017,양천구,초등학교,국제결혼가정 자녀,365
2017,양천구,초등학교,외국인가정 자녀,25
2017,양천구,중학교,국제결혼가정 자녀,105
2017,양천구,중학교,외국인가정 자녀,9
2017,양천구,고등학교,국제결혼가정 자녀,51
2017,양천구,고등학교,외국인가정 자녀,6
2018,양천구,초등학교,국제결혼가정 자녀,395
2018,양천구,초등학교,외국인가정 자녀,33
2018,양천구,중학교,국제결혼가정 자녀,104
2018,양천구,중학교,외국인가정 자녀,12
2018,양천구,고등학교,국제결혼가정 자녀,59
2018,양천구,고등학교,외국인가정 자녀,6
2019,양천구,초등학교,국제결혼가정 자녀,395
2019,양천구,초등학교,외국인가정 자녀,49
2019,양천구,중학교,국제결혼가정 자녀,127
2019,양천구,중학교,외국인가정 자녀,21
2019,양천구,고등학교,국제결혼가정 자녀,68
2019,양천구,고등학교,외국인가정 자녀,10
2020,양천구,초등학교,국제결혼가정 자녀,377
2020,양천구,초등학교,외국인가정 자녀,57
2020,양천구,중학교,국제결혼가정 자녀,130
2020,양천구,중학교,외국인가정 자녀,21
2020,양천구,고등학교,국제결혼가정 자녀,53
2020,양천구,고등학교,외국인가정 자녀,6
2021,양천구,초등학교,국제결혼가정 자녀,380
2021,양천구,초등학교,외국인가정 자녀,62
2021,양천구,중학교,국제결혼가정 자녀,198
2021,양천구,중학교,외국인가정 자녀,16
2021,양천구,고등학교,국제결혼가정 자녀,67
2021,양천구,고등학교,외국인가정 자녀,10
2022,양천구,초등학교,국제결혼가정 자녀,367
2022,양천구,초등학교,외국인가정 자녀,51
2022,양천구,중학교,국제결혼가정 자녀,181
2022,양천구,중학교,외국인가정 자녀,21
2022,양천구,고등학교,국제결혼가정 자녀,75
2022,양천구,고등학교,외국인가정 자녀,14
2023,양천구,초등학교,국제결혼가정 자녀,344
2023,양천구,초등학교,외국인가정 자녀,60
2023,양천구,중학교,국제결혼가정 자녀,205
2023,양천구,중학교,외국인가정 자녀,25
2023,양천구,고등학교,국제결혼가정 자녀,79
2023,양천구,고등학교,외국인가정 자녀,15
2013,영등포구,초등학교,국제결혼가정 자녀,299
2013,영등포구,초등학교,외국인가정 자녀,195
2013,영등포구,중학교,국제결혼가정 자녀,87
2013,영등포구,중학교,외국인가정 자녀,29
2013,영등포구,고등학교,국제결혼가정 자녀,16
2013,영등포구,고등학교,외국인가정 자녀,8
2014,영등포구,초등학교,국제결혼가정 자녀,382
2014,영등포구,초등학교,외국인가정 자녀,244
2014,영등포구,중학교,국제결혼가정 자녀,77
2014,영등포구,중학교,외국인가정 자녀,40
2014,영등포구,고등학교,국제결혼가정 자녀,27
2014,영등포구,고등학교,외국인가정 자녀,4
2015,영등포구,초등학교,국제결혼가정 자녀,421
2015,영등포구,초등학교,외국인가정 자녀,387
2015,영등포구,중학교,국제결혼가정 자녀,90
2015,영등포구,중학교,외국인가정 자녀,64
2015,영등포구,고등학교,국제결혼가정 자녀,22
2015,영등포구,고등학교,외국인가정 자녀,5
2016,영등포구,초등학교,국제결혼가정 자녀,496
2016,영등포구,초등학교,외국인가정 자녀,506
2016,영등포구,중학교,국제결혼가정 자녀,113
2016,영등포구,중학교,외국인가정 자녀,80
2016,영등포구,고등학교,국제결혼가정 자녀,32
2016,영등포구,고등학교,외국인가정 자녀,9
2017,영등포구,초등학교,국제결혼가정 자녀,513
2017,영등포구,초등학교,외국인가정 자녀,626
2017,영등포구,중학교,국제결혼가정 자녀,134
2017,영등포구,중학교,외국인가정 자녀,105
2017,영등포구,고등학교,국제결혼가정 자녀,36
2017,영등포구,고등학교,외국인가정 자녀,13
2018,영등포구,초등학교,국제결혼가정 자녀,502
2018,영등포구,초등학교,외국인가정 자녀,682
2018,영등포구,중학교,국제결혼가정 자녀,112
2018,영등포구,중학교,외국인가정 자녀,166
2018,영등포구,고등학교,국제결혼가정 자녀,33
2018,영등포구,고등학교,외국인가정 자녀,18
2019,영등포구,초등학교,국제결혼가정 자녀,519
2019,영등포구,초등학교,외국인가정 자녀,803
2019,영등포구,중학교,국제결혼가정 자녀,138
2019,영등포구,중학교,외국인가정 자녀,193
2019,영등포구,고등학교,국제결혼가정 자녀,41
2019,영등포구,고등학교,외국인가정 자녀,26
2020,영등포구,초등학교,국제결혼가정 자녀,421
2020,영등포구,초등학교,외국인가정 자녀,818
2020,영등포구,중학교,국제결혼가정 자녀,133
2020,영등포구,중학교,외국인가정 자녀,243
2020,영등포구,고등학교,국제결혼가정 자녀,41
2020,영등포구,고등학교,외국인가정 자녀,37
2021,영등포구,초등학교,국제결혼가정 자녀,391
2021,영등포구,초등학교,외국인가정 자녀,797
2021,영등포구,중학교,국제결혼가정 자녀,113
2021,영등포구,중학교,외국인가정 자녀,256
2021,영등포구,고등학교,국제결혼가정 자녀,51
2021,영등포구,고등학교,외국인가정 자녀,46
2022,영등포구,초등학교,국제결혼가정 자녀,352
2022,영등포구,초등학교,외국인가정 자녀,781
2022,영등포구,중학교,국제결혼가정 자녀,110
2022,영등포구,중학교,외국인가정 자녀,255
2022,영등포구,고등학교,국제결혼가정 자녀,59
2022,영등포구,고등학교,외국인가정 자녀,50
2023,영등포구,초등학교,국제결혼가정 자녀,355
2023,영등포구,초등학교,외국인가정 자녀,855
2023,영등포구,중학교,국제결혼가정 자녀,89
2023,영등포구,중학교,외국인가정 자녀,303
2023,영등포구,고등학교,국제결혼가정 자녀,56
2023,영등포구,고등학교,외국인가정 자녀,75
2013,용산구,초등학교,국제결혼가정 자녀,188
2013,용산구,초등학교,외국인가정 자녀,88
2013,용산구,중학교,국제결혼가정 자녀,63
2013,용산구,중학교,외국인가정 자녀,15
2013,용산구,고등학교,국제결혼가정 자녀,22
2013,용산구,고등학교,외국인가정 자녀,5
2014,용산구,초등학교,국제결혼가정 자녀,225
2014,용산구,초등학교,외국인가정 자녀,93
2014,용산구,중학교,국제결혼가정 자녀,77
2014,용산구,중학교,외국인가정 자녀,17
2014,용산구,고등학교,국제결혼가정 자녀,38
2014,용산구,고등학교,외국인가정 자녀,7
2015,용산구,초등학교,국제결혼가정 자녀,193
2015,용산구,초등학교,외국인가정 자녀,116
2015,용산구,중학교,국제결혼가정 자녀,86
2015,용산구,중학교,외국인가정 자녀,32
2015,용산구,고등학교,국제결혼가정 자녀,51
2015,용산구,고등학교,외국인가정 자녀,12
2016,용산구,초등학교,국제결혼가정 자녀,234
2016,용산구,초등학교,외국인가정 자녀,147
2016,용산구,중학교,국제결혼가정 자녀,79
2016,용산구,중학교,외국인가정 자녀,36
2016,용산구,고등학교,국제결혼가정 자녀,55
2016,용산구,고등학교,외국인가정 자녀,28
2017,용산구,초등학교,국제결혼가정 자녀,261
2017,용산구,초등학교,외국인가정 자녀,127
2017,용산구,중학교,국제결혼가정 자녀,72
2017,용산구,중학교,외국인가정 자녀,38
2017,용산구,고등학교,국제결혼가정 자녀,61
2017,용산구,고등학교,외국인가정 자녀,17
2018,용산구,초등학교,국제결혼가정 자녀,264
2018,용산구,초등학교,외국인가정 자녀,132
2018,용산구,중학교,국제결혼가정 자녀,89
2018,용산구,중학교,외국인가정 자녀,28
2018,용산구,고등학교,국제결혼가정 자녀,65
2018,용산구,고등학교,외국인가정 자녀,12
2019,용산구,초등학교,국제결혼가정 자녀,259
2019,용산구,초등학교,외국인가정 자녀,131
2019,용산구,중학교,국제결혼가정 자녀,93
2019,용산구,중학교,외국인가정 자녀,59
2019,용산구,고등학교,국제결혼가정 자녀,69
2019,용산구,고등학교,외국인가정 자녀,18
2020,용산구,초등학교,국제결혼가정 자녀,268
2020,용산구,초등학교,외국인가정 자녀,139
2020,용산구,중학교,국제결혼가정 자녀,88
2020,용산구,중학교,외국인가정 자녀,55
2020,용산구,고등학교,국제결혼가정 자녀,56
2020,용산구,고등학교,외국인가정 자녀,20
2021,용산구,초등학교,국제결혼가정 자녀,255
2021,용산구,초등학교,외국인가정 자녀,147
2021,용산구,중학교,국제결혼가정 자녀,87
2021,용산구,중학교,외국인가정 자녀,46
2021,용산구,고등학교,국제결혼가정 자녀,62
2021,용산구,고등학교,외국인가정 자녀,24
2022,용산구,초등학교,국제결혼가정 자녀,254
2022,용산구,초등학교,외국인가정 자녀,154
2022,용산구,중학교,국제결혼가정 자녀,106
2022,용산구,중학교,외국인가정 자녀,33
2022,용산구,고등학교,국제결혼가정 자녀,57
2022,용산구,고등학교,외국인가정 자녀,22
2023,용산구,초등학교,국제결혼가정 자녀,216
2023,용산구,초등학교,외국인가정 자녀,185
2023,용산구,중학교,국제결혼가정 자녀,102
2023,용산구,중학교,외국인가정 자녀,40
2023,용산구,고등학교,국제결혼가정 자녀,71
2023,용산구,고등학교,외국인가정 자녀,21
2013,은평구,초등학교,국제결혼가정 자녀,270
2013,은평구,초등학교,외국인가정 자녀,27
2013,은평구,중학교,국제결혼가정 자녀,109
2013,은평구,중학교,외국인가정 자녀,40
2013,은평구,고등학교,국제결혼가정 자녀,37
2013,은평구,고등학교,외국인가정 자녀,2
2014,은평구,초등학교,국제결혼가정 자녀,323
2014,은평구,초등학교,외국인가정 자녀,6
2014,은평구,중학교,국제결혼가정 자녀,120
2014,은평구,중학교,외국인가정 자녀,38
2014,은평구,고등학교,국제결혼가정 자녀,122
2014,은평구,고등학교,외국인가정 자녀,73
2015,은평구,초등학교,국제결혼가정 자녀,375
2015,은평구,초등학교,외국인가정 자녀,18
2015,은평구,중학교,국제결혼가정 자녀,119
2015,은평구,중학교,외국인가정 자녀,60
2015,은평구,고등학교,국제결혼가정 자녀,125
2015,은평구,고등학교,외국인가정 자녀,25
2016,은평구,초등학교,국제결혼가정 자녀,442
2016,은평구,초등학교,외국인가정 자녀,50
2016,은평구,중학교,국제결혼가정 자녀,100
2016,은평구,중학교,외국인가정 자녀,72
2016,은평구,고등학교,국제결혼가정 자녀,101
2016,은평구,고등학교,외국인가정 자녀,63
2017,은평구,초등학교,국제결혼가정 자녀,500
2017,은평구,초등학교,외국인가정 자녀,38
2017,은평구,중학교,국제결혼가정 자녀,105
2017,은평구,중학교,외국인가정 자녀,80
2017,은평구,고등학교,국제결혼가정 자녀,133
2017,은평구,고등학교,외국인가정 자녀,72
2018,은평구,초등학교,국제결혼가정 자녀,547
2018,은평구,초등학교,외국인가정 자녀,24
2018,은평구,중학교,국제결혼가정 자녀,127
2018,은평구,중학교,외국인가정 자녀,53
2018,은평구,고등학교,국제결혼가정 자녀,82
2018,은평구,고등학교,외국인가정 자녀,11
2019,은평구,초등학교,국제결혼가정 자녀,580
2019,은평구,초등학교,외국인가정 자녀,46
2019,은평구,중학교,국제결혼가정 자녀,153
2019,은평구,중학교,외국인가정 자녀,44
2019,은평구,고등학교,국제결혼가정 자녀,98
2019,은평구,고등학교,외국인가정 자녀,68
2020,은평구,초등학교,국제결혼가정 자녀,565
2020,은평구,초등학교,외국인가정 자녀,51
2020,은평구,중학교,국제결혼가정 자녀,143
2020,은평구,중학교,외국인가정 자녀,45
2020,은평구,고등학교,국제결혼가정 자녀,113
2020,은평구,고등학교,외국인가정 자녀,79
2021,은평구,초등학교,국제결혼가정 자녀,555
2021,은평구,초등학교,외국인가정 자녀,52
2021,은평구,중학교,국제결혼가정 자녀,189
2021,은평구,중학교,외국인가정 자녀,40
2021,은평구,고등학교,국제결혼가정 자녀,106
2021,은평구,고등학교,외국인가정 자녀,62
2022,은평구,초등학교,국제결혼가정 자녀,545
2022,은평구,초등학교,외국인가정 자녀,45
2022,은평구,중학교,국제결혼가정 자녀,180
2022,은평구,중학교,외국인가정 자녀,43
2022,은평구,고등학교,국제결혼가정 자녀,102
2022,은평구,고등학교,외국인가정 자녀,47
2023,은평구,초등학교,국제결혼가정 자녀,499
2023,은평구,초등학교,외국인가정 자녀,48
2023,은평구,중학교,국제결혼가정 자녀,207
2023,은평구,중학교,외국인가정 자녀,46
2023,은평구,고등학교,국제결혼가정 자녀,108
2023,은평구,고등학교,외국인가정 자녀,43
2013,종로구,초등학교,국제결혼가정 자녀,83
2013,종로구,초등학교,외국인가정 자녀,27
2013,종로구,중학교,국제결혼가정 자녀,31
2013,종로구,중학교,외국인가정 자녀,3
2013,종로구,고등학교,국제결혼가정 자녀,18
2013,종로구,고등학교,외국인가정 자녀,3
2014,종로구,초등학교,국제결혼가정 자녀,91
2014,종로구,초등학교,외국인가정 자녀,29
2014,종로구,중학교,국제결혼가정 자녀,38
2014,종로구,중학교,외국인가정 자녀,3
2014,종로구,고등학교,국제결혼가정 자녀,21
2014,종로구,고등학교,외국인가정 자녀,1
2015,종로구,초등학교,국제결혼가정 자녀,97
2015,종로구,초등학교,외국인가정 자녀,36
2015,종로구,중학교,국제결혼가정 자녀,40
2015,종로구,중학교,외국인가정 자녀,14
2015,종로구,고등학교,국제결혼가정 자녀,39
2015,종로구,고등학교,외국인가정 자녀,7
2016,종로구,초등학교,국제결혼가정 자녀,127
2016,종로구,초등학교,외국인가정 자녀,54
2016,종로구,중학교,국제결혼가정 자녀,24
2016,종로구,중학교,외국인가정 자녀,10
2016,종로구,고등학교,국제결혼가정 자녀,51
2016,종로구,고등학교,외국인가정 자녀,7
2017,종로구,초등학교,국제결혼가정 자녀,118
2017,종로구,초등학교,외국인가정 자녀,31
2017,종로구,중학교,국제결혼가정 자녀,34
2017,종로구,중학교,외국인가정 자녀,9
2017,종로구,고등학교,국제결혼가정 자녀,56
2017,종로구,고등학교,외국인가정 자녀,10
2018,종로구,초등학교,국제결혼가정 자녀,124
2018,종로구,초등학교,외국인가정 자녀,37
2018,종로구,중학교,국제결혼가정 자녀,34
2018,종로구,중학교,외국인가정 자녀,13
2018,종로구,고등학교,국제결혼가정 자녀,57
2018,종로구,고등학교,외국인가정 자녀,10
2019,종로구,초등학교,국제결혼가정 자녀,133
2019,종로구,초등학교,외국인가정 자녀,38
2019,종로구,중학교,국제결혼가정 자녀,35
2019,종로구,중학교,외국인가정 자녀,15
2019,종로구,고등학교,국제결혼가정 자녀,38
2019,종로구,고등학교,외국인가정 자녀,8
2020,종로구,초등학교,국제결혼가정 자녀,133
2020,종로구,초등학교,외국인가정 자녀,29
2020,종로구,중학교,국제결혼가정 자녀,49
2020,종로구,중학교,외국인가정 자녀,16
2020,종로구,고등학교,국제결혼가정 자녀,45
2020,종로구,고등학교,외국인가정 자녀,14
2021,종로구,초등학교,국제결혼가정 자녀,115
2021,종로구,초등학교,외국인가정 자녀,42
2021,종로구,중학교,국제결혼가정 자녀,55
2021,종로구,중학교,외국인가정 자녀,17
2021,종로구,고등학교,국제결혼가정 자녀,57
2021,종로구,고등학교,외국인가정 자녀,18
2022,종로구,초등학교,국제결혼가정 자녀,117
2022,종로구,초등학교,외국인가정 자녀,46
2022,종로구,중학교,국제결혼가정 자녀,67
2022,종로구,중학교,외국인가정 자녀,5
2022,종로구,고등학교,국제결혼가정 자녀,65
2022,종로구,고등학교,외국인가정 자녀,19
2023,종로구,초등학교,국제결혼가정 자녀,117
2023,종로구,초등학교,외국인가정 자녀,45
2023,종로구,중학교,국제결혼가정 자녀,56
2023,종로구,중학교,외국인가정 자녀,13
2023,종로구,고등학교,국제결혼가정 자녀,83
2023,종로구,고등학교,외국인가정 자녀,16
2013,중구,초등학교,국제결혼가정 자녀,111
2013,중구,초등학교,외국인가정 자녀,18
2013,중구,중학교,국제결혼가정 자녀,25
2013,중구,중학교,외국인가정 자녀,10
2013,중구,고등학교,국제결혼가정 자녀,25
2013,중구,고등학교,외국인가정 자녀,13
2014,중구,초등학교,국제결혼가정 자녀,140
2014,중구,초등학교,외국인가정 자녀,32
2014,중구,중학교,국제결혼가정 자녀,24
2014,중구,중학교,외국인가정 자녀,13
2014,중구,고등학교,국제결혼가정 자녀,32
2014,중구,고등학교,외국인가정 자녀,9
2015,중구,초등학교,국제결혼가정 자녀,142
2015,중구,초등학교,외국인가정 자녀,63
2015,중구,중학교,국제결혼가정 자녀,31
2015,중구,중학교,외국인가정 자녀,21
2015,중구,고등학교,국제결혼가정 자녀,32
2015,중구,고등학교,외국인가정 자녀,7
2016,중구,초등학교,국제결혼가정 자녀,156
2016,중구,초등학교,외국인가정 자녀,92
2016,중구,중학교,국제결혼가정 자녀,19
2016,중구,중학교,외국인가정 자녀,13
2016,중구,고등학교,국제결혼가정 자녀,43
2016,중구,고등학교,외국인가정 자녀,14
2017,중구,초등학교,국제결혼가정 자녀,178
2017,중구,초등학교,외국인가정 자녀,103
2017,중구,중학교,국제결혼가정 자녀,36
2017,중구,중학교,외국인가정 자녀,9
2017,중구,고등학교,국제결혼가정 자녀,53
2017,중구,고등학교,외국인가정 자녀,3
2018,중구,초등학교,국제결혼가정 자녀,159
2018,중구,초등학교,외국인가정 자녀,106
2018,중구,중학교,국제결혼가정 자녀,42
2018,중구,중학교,외국인가정 자녀,23
2018,중구,고등학교,국제결혼가정 자녀,57
2018,중구,고등학교,외국인가정 자녀,7
2019,중구,초등학교,국제결혼가정 자녀,167
2019,중구,초등학교,외국인가정 자녀,92
2019,중구,중학교,국제결혼가정 자녀,54
2019,중구,중학교,외국인가정 자녀,28
2019,중구,고등학교,국제결혼가정 자녀,67
2019,중구,고등학교,외국인가정 자녀,15
2020,중구,초등학교,국제결혼가정 자녀,156
2020,중구,초등학교,외국인가정 자녀,99
2020,중구,중학교,국제결혼가정 자녀,54
2020,중구,중학교,외국인가정 자녀,30
2020,중구,고등학교,국제결혼가정 자녀,70
2020,중구,고등학교,외국인가정 자녀,33
2021,중구,초등학교,국제결혼가정 자녀,151
2021,중구,초등학교,외국인가정 자녀,94
2021,중구,중학교,국제결혼가정 자녀,53
2021,중구,중학교,외국인가정 자녀,25
2021,중구,고등학교,국제결혼가정 자녀,77
2021,중구,고등학교,외국인가정 자녀,27
2022,중구,초등학교,국제결혼가정 자녀,142
2022,중구,초등학교,외국인가정 자녀,127
2022,중구,중학교,국제결혼가정 자녀,50
2022,중구,중학교,외국인가정 자녀,22
2022,중구,고등학교,국제결혼가정 자녀,58
2022,중구,고등학교,외국인가정 자녀,41
2023,중구,초등학교,국제결혼가정 자녀,136
2023,중구,초등학교,외국인가정 자녀,138
2023,중구,중학교,국제결혼가정 자녀,38
2023,중구,중학교,외국인가정 자녀,33
2023,중구,고등학교,국제결혼가정 자녀,65
2023,중구,고등학교,외국인가정 자녀,49
2013,중랑구,초등학교,국제결혼가정 자녀,245
2013,중랑구,초등학교,외국인가정 자녀,10
2013,중랑구,중학교,국제결혼가정 자녀,56
2013,중랑구,중학교,외국인가정 자녀,1
2013,중랑구,고등학교,국제결혼가정 자녀,22
2013,중랑구,고등학교,외국인가정 자녀,3
2014,중랑구,초등학교,국제결혼가정 자녀,268
2014,중랑구,초등학교,외국인가정 자녀,17
2014,중랑구,중학교,국제결혼가정 자녀,73
2014,중랑구,중학교,외국인가정 자녀,2
2014,중랑구,고등학교,국제결혼가정 자녀,15
2014,중랑구,고등학교,외국인가정 자녀,3
2015,중랑구,초등학교,국제결혼가정 자녀,322
2015,중랑구,초등학교,외국인가정 자녀,32
2015,중랑구,중학교,국제결혼가정 자녀,78
2015,중랑구,중학교,외국인가정 자녀,5
2015,중랑구,고등학교,국제결혼가정 자녀,21
2015,중랑구,고등학교,외국인가정 자녀,3
2016,중랑구,초등학교,국제결혼가정 자녀,349
2016,중랑구,초등학교,외국인가정 자녀,63
2016,중랑구,중학교,국제결혼가정 자녀,61
2016,중랑구,중학교,외국인가정 자녀,11
2016,중랑구,고등학교,국제결혼가정 자녀,25
2016,중랑구,고등학교,외국인가정 자녀,5
2017,중랑구,초등학교,국제결혼가정 자녀,403
2017,중랑구,초등학교,외국인가정 자녀,60
2017,중랑구,중학교,국제결혼가정 자녀,81
2017,중랑구,중학교,외국인가정 자녀,18
2017,중랑구,고등학교,국제결혼가정 자녀,30
2017,중랑구,고등학교,외국인가정 자녀,1
2018,중랑구,초등학교,국제결혼가정 자녀,469
2018,중랑구,초등학교,외국인가정 자녀,85
2018,중랑구,중학교,국제결혼가정 자녀,84
2018,중랑구,중학교,외국인가정 자녀,11
2018,중랑구,고등학교,국제결혼가정 자녀,22
2018,중랑구,고등학교,외국인가정 자녀,5
2019,중랑구,초등학교,국제결혼가정 자녀,473
2019,중랑구,초등학교,외국인가정 자녀,121
2019,중랑구,중학교,국제결혼가정 자녀,94
2019,중랑구,중학교,외국인가정 자녀,25
2019,중랑구,고등학교,국제결혼가정 자녀,29
2019,중랑구,고등학교,외국인가정 자녀,9
2020,중랑구,초등학교,국제결혼가정 자녀,441
2020,중랑구,초등학교,외국인가정 자녀,155
2020,중랑구,중학교,국제결혼가정 자녀,98
2020,중랑구,중학교,외국인가정 자녀,27
2020,중랑구,고등학교,국제결혼가정 자녀,31
2020,중랑구,고등학교,외국인가정 자녀,11
2021,중랑구,초등학교,국제결혼가정 자녀,431
2021,중랑구,초등학교,외국인가정 자녀,161
2021,중랑구,중학교,국제결혼가정 자녀,139
2021,중랑구,중학교,외국인가정 자녀,37
2021,중랑구,고등학교,국제결혼가정 자녀,39
2021,중랑구,고등학교,외국인가정 자녀,10
2022,중랑구,초등학교,국제결혼가정 자녀,418
2022,중랑구,초등학교,외국인가정 자녀,155
2022,중랑구,중학교,국제결혼가정 자녀,130
2022,중랑구,중학교,외국인가정 자녀,54
2022,중랑구,고등학교,국제결혼가정 자녀,39
2022,중랑구,고등학교,외국인가정 자녀,6
2023,중랑구,초등학교,국제결혼가정 자녀,389
2023,중랑구,초등학교,외국인가정 자녀,184
2023,중랑구,중학교,국제결혼가정 자녀,150
2023,중랑구,중학교,외국인가정 자녀,69
2023,중랑구,고등학교,국제결혼가정 자녀,52
2023,중랑구,고등학교,외국인가정 자녀,14
